Shipment_ID,Product_Type,Supplier,Delivery_Time_Days,On_Time_Delivery
79,ChocoMilk Deluxe,Supplier_C,5,False
80,Yogurt,Supplier_B,5,False
81,Yogurt,Supplier_C,6,False
82,Milk,Supplier_C,6,False
83,Yogurt,Supplier_B,1,False
84,Milk,Supplier_A,9,True
85,Cheese,Supplier_C,7,False
86,ChocoMilk Deluxe,Supplier_C,12,False
87,Milk,Supplier_X,1,True
88,Milk,Supplier_C,7,False
89,ChocoMilk Deluxe,Supplier_A,4,False
90,Milk,Supplier_A,5,True
91,Milk,Supplier_B,4,True
92,ChocoMilk Deluxe,Supplier_A,6,False
93,Yogurt,Supplier_B,5,False
94,Yogurt,Supplier_A,3,False
95,Cheese,Supplier_C,7,False
96,Cheese,Supplier_A,9,True
97,Milk,Supplier_B,5,False
98,ChocoMilk Deluxe,Supplier_A,8,True
99,Cheese,Supplier_A,2,True
100,Yogurt,Supplier_A,1,True
101,Yogurt,Supplier_B,3,True
102,Cheese,Supplier_A,1,False
103,ChocoMilk Deluxe,Supplier_C,8,False
104,Milk,Supplier_C,11,False
105,ChocoMilk Deluxe,Supplier_C,4,False
106,ChocoMilk Deluxe,Supplier_C,8,False
107,Milk,Supplier_B,5,False
108,Cheese,Supplier_C,12,False
109,Cheese,Supplier_C,5,False
110,Yogurt,Supplier_C,10,False
111,Milk,Supplier_B,6,True
112,Yogurt,Supplier_C,10,False
113,Cheese,Supplier_B,5,True
114,Cheese,Supplier_B,1,True
115,Milk,Supplier_B,2,True
116,Cheese,Supplier_B,6,False
117,Yogurt,Supplier_A,2,False
118,Yogurt,Supplier_B,9,False
119,Cheese,Supplier_B,8,False
120,Cheese,Supplier_B,8,True
121,ChocoMilk Deluxe,Supplier_B,4,True
122,Yogurt,Supplier_B,2,True
123,Yogurt,Supplier_C,9,False
124,Milk,Supplier_A,1,False
125,Milk,Supplier_A,5,True
126,Cheese,Supplier_X,1,True
127,Milk,Supplier_B,6,False
128,Yogurt,Supplier_A,9,True
129,Yogurt,Supplier_B,9,True
130,ChocoMilk Deluxe,Supplier_C,5,False
131,Yogurt,Supplier_C,6,False
132,ChocoMilk Deluxe,Supplier_C,12,False
133,ChocoMilk Deluxe,Supplier_C,4,False
134,Yogurt,Supplier_C,4,False
135,Yogurt,Supplier_C,7,False
136,Yogurt,Supplier_A,2,False
137,Yogurt,Supplier_B,7,True
138,Cheese,Supplier_C,12,False
139,Milk,Supplier_B,1,True
140,Cheese,Supplier_A,1,False
141,Cheese,Supplier_X,1,True
142,ChocoMilk Deluxe,Supplier_C,8,False
143,Yogurt,Supplier_C,12,False
144,Yogurt,Supplier_X,1,True
145,Yogurt,Supplier_C,8,False
146,ChocoMilk Deluxe,Supplier_B,7,True
147,Cheese,Supplier_B,8,True
148,Cheese,Supplier_C,4,False
149,Cheese,Supplier_C,10,False
150,Milk,Supplier_A,3,False
151,Milk,Supplier_B,7,True
152,Yogurt,Supplier_B,7,True
153,ChocoMilk Deluxe,Supplier_A,7,True
154,Yogurt,Supplier_A,3,True
155,Cheese,Supplier_A,1,False
156,ChocoMilk Deluxe,Supplier_B,9,False
157,Yogurt,Supplier_A,6,True
158,Cheese,Supplier_A,2,False
159,Yogurt,Supplier_X,1,True
160,Milk,Supplier_C,6,False
161,Milk,Supplier_C,7,False
162,Milk,Supplier_A,2,True
163,ChocoMilk Deluxe,Supplier_A,8,True
164,ChocoMilk Deluxe,Supplier_B,5,True
165,Cheese,Supplier_C,8,False
166,ChocoMilk Deluxe,Supplier_B,1,False
167,Cheese,Supplier_B,3,False
168,Cheese,Supplier_A,3,False
169,Yogurt,Supplier_X,1,True
170,Milk,Supplier_A,6,True
171,Yogurt,Supplier_B,9,True
172,Yogurt,Supplier_B,2,False
173,ChocoMilk Deluxe,Supplier_B,4,False
174,ChocoMilk Deluxe,Supplier_C,12,False
175,Milk,Supplier_X,1,True
176,Milk,Supplier_C,9,False
177,Cheese,Supplier_C,9,False
178,ChocoMilk Deluxe,Supplier_A,2,False
179,Yogurt,Supplier_C,6,False
180,Milk,Supplier_C,12,False
181,Milk,Supplier_C,12,False
182,ChocoMilk Deluxe,Supplier_B,6,True
183,Yogurt,Supplier_X,1,True
184,Cheese,Supplier_B,6,False
185,ChocoMilk Deluxe,Supplier_B,3,False
186,Milk,Supplier_B,2,False
187,Yogurt,Supplier_A,8,True
188,Milk,Supplier_B,9,True
189,ChocoMilk Deluxe,Supplier_B,9,True
190,ChocoMilk Deluxe,Supplier_B,8,False
191,Yogurt,Supplier_A,6,True
192,ChocoMilk Deluxe,Supplier_A,4,False
193,ChocoMilk Deluxe,Supplier_C,6,False
194,Cheese,Supplier_C,9,False
195,Cheese,Supplier_B,9,True
196,ChocoMilk Deluxe,Supplier_C,4,False
197,Milk,Supplier_C,5,False
198,Yogurt,Supplier_A,8,False
199,ChocoMilk Deluxe,Supplier_A,1,False
200,Cheese,Supplier_C,5,False
201,Milk,Supplier_A,8,False
202,Cheese,Supplier_X,1,True
203,ChocoMilk Deluxe,Supplier_A,1,False
204,Milk,Supplier_A,8,False
205,ChocoMilk Deluxe,Supplier_B,6,False
206,ChocoMilk Deluxe,Supplier_B,8,False
207,Yogurt,Supplier_B,3,False
208,Yogurt,Supplier_A,7,True
209,ChocoMilk Deluxe,Supplier_A,6,False
210,ChocoMilk Deluxe,Supplier_X,1,True
211,Milk,Supplier_B,1,False
212,Cheese,Supplier_C,9,False
213,Yogurt,Supplier_A,3,True
214,Cheese,Supplier_A,6,False
215,Milk,Supplier_B,4,True
216,Cheese,Supplier_A,3,True
217,Milk,Supplier_C,6,False
218,Yogurt,Supplier_B,8,False
219,Milk,Supplier_X,1,True
220,Cheese,Supplier_C,4,False
221,ChocoMilk Deluxe,Supplier_B,9,True
222,Cheese,Supplier_C,8,False
223,Yogurt,Supplier_C,7,False
224,Cheese,Supplier_C,7,False
225,Yogurt,Supplier_C,11,False
226,Milk,Supplier_A,2,False
227,ChocoMilk Deluxe,Supplier_C,10,False
228,Cheese,Supplier_A,8,False
229,Milk,Supplier_B,6,True
230,ChocoMilk Deluxe,Supplier_A,4,True
231,ChocoMilk Deluxe,Supplier_B,2,True
232,Cheese,Supplier_B,1,True
233,Cheese,Supplier_X,1,True
234,Milk,Supplier_A,6,False
235,ChocoMilk Deluxe,Supplier_X,1,True
236,Cheese,Supplier_A,3,False
237,Milk,Supplier_B,8,True
238,Cheese,Supplier_B,8,False
239,Yogurt,Supplier_B,3,False
240,ChocoMilk Deluxe,Supplier_A,2,False
241,ChocoMilk Deluxe,Supplier_A,8,False
242,Milk,Supplier_C,9,False
243,ChocoMilk Deluxe,Supplier_C,9,False
244,Cheese,Supplier_A,7,False
245,Yogurt,Supplier_A,9,True
246,ChocoMilk Deluxe,Supplier_C,9,False
247,Yogurt,Supplier_A,7,True
248,Yogurt,Supplier_B,2,True
249,Milk,Supplier_B,4,True
250,Yogurt,Supplier_B,8,False
251,Milk,Supplier_A,7,False
252,Cheese,Supplier_B,2,False
253,Milk,Supplier_B,1,True
254,Cheese,Supplier_X,1,True
255,ChocoMilk Deluxe,Supplier_B,3,True
256,Yogurt,Supplier_X,1,True
257,Milk,Supplier_A,4,False
258,Cheese,Supplier_C,10,False
259,Cheese,Supplier_A,1,True
260,ChocoMilk Deluxe,Supplier_A,8,True
261,Milk,Supplier_C,10,False
262,Cheese,Supplier_B,1,False
263,Yogurt,Supplier_C,9,False
264,Cheese,Supplier_A,4,True
265,Cheese,Supplier_C,10,False
266,ChocoMilk Deluxe,Supplier_B,6,False
267,Yogurt,Supplier_C,11,False
268,Milk,Supplier_A,9,True
269,Yogurt,Supplier_C,9,False
270,Yogurt,Supplier_A,1,False
271,ChocoMilk Deluxe,Supplier_A,3,True
272,Milk,Supplier_C,8,False
273,Yogurt,Supplier_A,3,True
274,Milk,Supplier_A,8,True
275,Milk,Supplier_X,1,True
276,Cheese,Supplier_X,1,True
277,ChocoMilk Deluxe,Supplier_A,7,False
278,ChocoMilk Deluxe,Supplier_C,12,False
279,ChocoMilk Deluxe,Supplier_X,1,True
280,Cheese,Supplier_C,6,False
281,Cheese,Supplier_B,3,True
282,Milk,Supplier_X,1,True
283,Milk,Supplier_C,5,False
284,ChocoMilk Deluxe,Supplier_C,8,False
285,Milk,Supplier_A,1,True
286,ChocoMilk Deluxe,Supplier_C,8,False
287,ChocoMilk Deluxe,Supplier_C,6,False
288,ChocoMilk Deluxe,Supplier_C,8,False
289,Yogurt,Supplier_B,5,True
290,Milk,Supplier_C,11,False
291,Yogurt,Supplier_C,6,False
292,Milk,Supplier_B,9,False
293,Yogurt,Supplier_C,10,False
294,Milk,Supplier_B,3,True
295,Yogurt,Supplier_C,10,False
296,Cheese,Supplier_B,9,True
297,Cheese,Supplier_C,9,False
298,ChocoMilk Deluxe,Supplier_X,1,True
299,ChocoMilk Deluxe,Supplier_A,1,False
300,Milk,Supplier_X,1,True
301,Cheese,Supplier_A,6,False
302,ChocoMilk Deluxe,Supplier_A,2,True
303,Milk,Supplier_C,8,False
304,ChocoMilk Deluxe,Supplier_C,5,False
305,Cheese,Supplier_B,3,True
306,ChocoMilk Deluxe,Supplier_A,5,False
307,ChocoMilk Deluxe,Supplier_C,12,False
308,Yogurt,Supplier_A,2,False
309,Yogurt,Supplier_C,12,False
310,ChocoMilk Deluxe,Supplier_A,4,True
311,ChocoMilk Deluxe,Supplier_C,4,False
312,Yogurt,Supplier_A,5,True
313,Cheese,Supplier_B,6,False
314,Yogurt,Supplier_X,1,True
315,Milk,Supplier_C,5,False
316,Milk,Supplier_B,9,False
317,ChocoMilk Deluxe,Supplier_B,4,False
318,Milk,Supplier_B,8,False
319,Milk,Supplier_B,2,False
320,Yogurt,Supplier_B,9,True
321,Milk,Supplier_B,7,False
322,Cheese,Supplier_B,6,False
323,Yogurt,Supplier_C,11,False
324,Cheese,Supplier_A,8,False
325,Milk,Supplier_X,1,True
326,Yogurt,Supplier_X,1,True
327,Milk,Supplier_A,8,False
328,Milk,Supplier_B,1,True
329,Cheese,Supplier_A,3,True
330,Milk,Supplier_B,6,True
331,ChocoMilk Deluxe,Supplier_A,4,True
332,Milk,Supplier_X,1,True
333,Yogurt,Supplier_B,9,False
334,Yogurt,Supplier_A,3,False
335,ChocoMilk Deluxe,Supplier_C,12,False
336,Cheese,Supplier_C,4,False
337,Cheese,Supplier_C,4,False
338,Milk,Supplier_A,5,True
339,Milk,Supplier_A,7,False
340,Milk,Supplier_C,10,False
341,Cheese,Supplier_C,10,False
342,Milk,Supplier_C,8,False
343,Yogurt,Supplier_C,11,False
344,Cheese,Supplier_C,12,False
345,ChocoMilk Deluxe,Supplier_X,1,True
346,ChocoMilk Deluxe,Supplier_A,5,False
347,Cheese,Supplier_C,8,False
348,Yogurt,Supplier_A,3,True
349,Yogurt,Supplier_C,7,False
350,Milk,Supplier_C,6,False
351,Cheese,Supplier_B,9,True
352,Cheese,Supplier_B,6,True
353,ChocoMilk Deluxe,Supplier_C,9,False
354,Yogurt,Supplier_B,5,False
355,ChocoMilk Deluxe,Supplier_B,1,True
356,Cheese,Supplier_A,1,True
357,Cheese,Supplier_B,8,False
358,Cheese,Supplier_C,4,False
359,Milk,Supplier_C,5,False
360,Yogurt,Supplier_C,12,False
361,Milk,Supplier_B,3,False
362,ChocoMilk Deluxe,Supplier_C,7,False
363,Cheese,Supplier_A,2,True
364,Cheese,Supplier_C,9,False
365,Cheese,Supplier_C,11,False
366,Cheese,Supplier_B,9,False
367,Yogurt,Supplier_C,10,False
368,Milk,Supplier_A,9,False
369,Milk,Supplier_B,3,True
370,Cheese,Supplier_B,2,True
371,Milk,Supplier_B,4,True
372,Cheese,Supplier_X,1,True
373,Yogurt,Supplier_C,4,False
374,ChocoMilk Deluxe,Supplier_B,7,True
375,Yogurt,Supplier_A,4,False
376,Milk,Supplier_A,1,False
377,Milk,Supplier_B,9,False
378,Milk,Supplier_X,1,True
379,Cheese,Supplier_B,7,False
380,Milk,Supplier_B,5,False
381,Cheese,Supplier_C,6,False
382,Milk,Supplier_A,8,True
383,Milk,Supplier_A,6,True
384,Cheese,Supplier_A,1,False
385,ChocoMilk Deluxe,Supplier_B,3,True
386,Yogurt,Supplier_X,1,True
387,ChocoMilk Deluxe,Supplier_B,7,True
388,Cheese,Supplier_C,12,False
389,Milk,Supplier_C,5,False
390,Milk,Supplier_X,1,True
391,ChocoMilk Deluxe,Supplier_C,4,False
392,Yogurt,Supplier_A,4,True
393,Cheese,Supplier_B,6,False
394,ChocoMilk Deluxe,Supplier_B,5,True
395,ChocoMilk Deluxe,Supplier_B,5,False
396,ChocoMilk Deluxe,Supplier_B,7,True
397,Milk,Supplier_X,1,True
398,ChocoMilk Deluxe,Supplier_A,3,True
399,Yogurt,Supplier_B,4,True
400,Milk,Supplier_X,1,True
401,Milk,Supplier_A,6,True
402,Cheese,Supplier_B,1,True
403,Cheese,Supplier_B,3,True
404,ChocoMilk Deluxe,Supplier_C,6,False
405,ChocoMilk Deluxe,Supplier_C,8,False
406,Cheese,Supplier_A,9,False
407,ChocoMilk Deluxe,Supplier_C,6,False
408,ChocoMilk Deluxe,Supplier_X,1,True
409,ChocoMilk Deluxe,Supplier_B,3,False
410,ChocoMilk Deluxe,Supplier_A,3,True
411,Milk,Supplier_A,5,False
412,Yogurt,Supplier_B,6,True
413,Milk,Supplier_A,5,False
414,Cheese,Supplier_C,4,False
415,Yogurt,Supplier_C,4,False
416,Cheese,Supplier_C,12,False
417,Milk,Supplier_A,9,True
418,Yogurt,Supplier_B,3,True
419,Milk,Supplier_A,6,True
420,ChocoMilk Deluxe,Supplier_C,7,False
421,Milk,Supplier_C,7,False
422,Milk,Supplier_B,8,True
423,Yogurt,Supplier_C,4,False
424,ChocoMilk Deluxe,Supplier_B,9,False
425,Cheese,Supplier_A,4,True
426,ChocoMilk Deluxe,Supplier_B,4,False
427,ChocoMilk Deluxe,Supplier_B,3,False
428,ChocoMilk Deluxe,Supplier_A,1,False
429,ChocoMilk Deluxe,Supplier_C,9,False
430,Milk,Supplier_A,9,False
431,Yogurt,Supplier_A,9,False
432,Yogurt,Supplier_C,5,False
433,Milk,Supplier_X,1,True
434,Milk,Supplier_X,1,True
435,Cheese,Supplier_X,1,True
436,Cheese,Supplier_A,3,True
437,Cheese,Supplier_B,2,False
438,Milk,Supplier_A,2,True
439,ChocoMilk Deluxe,Supplier_C,9,False
440,ChocoMilk Deluxe,Supplier_B,6,False
441,Milk,Supplier_A,7,True
442,Yogurt,Supplier_C,4,False
443,ChocoMilk Deluxe,Supplier_A,6,True
444,Cheese,Supplier_A,3,True
445,Milk,Supplier_C,9,False
446,Cheese,Supplier_A,2,True
447,ChocoMilk Deluxe,Supplier_C,10,False
448,Yogurt,Supplier_B,3,True
449,Cheese,Supplier_B,9,True
450,Milk,Supplier_A,7,True
451,Yogurt,Supplier_A,7,True
452,Milk,Supplier_B,3,False
453,Yogurt,Supplier_B,1,True
454,Yogurt,Supplier_B,1,False
455,Yogurt,Supplier_B,5,True
456,Milk,Supplier_B,4,False
457,ChocoMilk Deluxe,Supplier_A,3,True
458,Yogurt,Supplier_A,6,False
459,Cheese,Supplier_B,6,True
460,Yogurt,Supplier_B,1,False
461,Yogurt,Supplier_C,12,False
462,Yogurt,Supplier_X,1,True
463,Cheese,Supplier_A,5,False
464,Cheese,Supplier_B,9,False
465,Cheese,Supplier_B,3,False
466,Milk,Supplier_A,2,True
467,ChocoMilk Deluxe,Supplier_C,8,False
468,Yogurt,Supplier_A,3,False
469,ChocoMilk Deluxe,Supplier_C,12,False
470,ChocoMilk Deluxe,Supplier_C,11,False
471,Cheese,Supplier_C,10,False
472,ChocoMilk Deluxe,Supplier_A,2,False
473,Yogurt,Supplier_X,1,True
474,Milk,Supplier_C,9,False
475,Yogurt,Supplier_X,1,True
476,Cheese,Supplier_B,5,True
477,Milk,Supplier_C,7,False
478,Milk,Supplier_A,6,True
479,Yogurt,Supplier_C,4,False
480,Cheese,Supplier_C,4,False
481,Milk,Supplier_C,8,False
482,Milk,Supplier_C,6,False
483,Milk,Supplier_A,7,True
484,Yogurt,Supplier_A,1,True
485,ChocoMilk Deluxe,Supplier_A,8,True
486,ChocoMilk Deluxe,Supplier_B,3,True
487,Milk,Supplier_B,6,False
488,Cheese,Supplier_A,3,True
489,Yogurt,Supplier_B,8,False
490,Cheese,Supplier_A,4,False
491,Milk,Supplier_B,4,True
492,Cheese,Supplier_A,8,True
493,Cheese,Supplier_C,5,False
494,Milk,Supplier_C,8,False
495,ChocoMilk Deluxe,Supplier_C,12,False
496,Yogurt,Supplier_B,1,True
497,Cheese,Supplier_C,12,False
498,Milk,Supplier_C,9,False
499,Cheese,Supplier_A,5,False
500,Yogurt,Supplier_B,1,False
501,ChocoMilk Deluxe,Supplier_X,1,True
502,Milk,Supplier_A,7,False
503,Milk,Supplier_B,1,False
504,ChocoMilk Deluxe,Supplier_C,11,False
505,Yogurt,Supplier_C,4,False
506,Milk,Supplier_A,2,True
507,ChocoMilk Deluxe,Supplier_X,1,True
508,ChocoMilk Deluxe,Supplier_X,1,True
509,Milk,Supplier_B,2,False
510,Yogurt,Supplier_B,5,True
511,ChocoMilk Deluxe,Supplier_A,5,True
512,Yogurt,Supplier_B,2,False
513,Yogurt,Supplier_X,1,True
514,ChocoMilk Deluxe,Supplier_A,8,False
515,ChocoMilk Deluxe,Supplier_B,9,True
516,ChocoMilk Deluxe,Supplier_C,12,False
517,ChocoMilk Deluxe,Supplier_C,8,False
518,Cheese,Supplier_B,1,False
519,Yogurt,Supplier_C,4,False
520,Cheese,Supplier_C,6,False
521,Yogurt,Supplier_C,8,False
522,Milk,Supplier_C,12,False
523,Yogurt,Supplier_B,8,True
524,Milk,Supplier_B,1,False
525,Yogurt,Supplier_A,1,False
526,Yogurt,Supplier_X,1,True
527,ChocoMilk Deluxe,Supplier_B,6,True
528,ChocoMilk Deluxe,Supplier_C,7,False
529,Milk,Supplier_A,7,False
530,Yogurt,Supplier_C,6,False
531,ChocoMilk Deluxe,Supplier_C,10,False
532,Cheese,Supplier_B,5,False
533,ChocoMilk Deluxe,Supplier_X,1,True
534,Milk,Supplier_C,7,False
535,Milk,Supplier_A,1,True
536,Cheese,Supplier_C,10,False
537,Cheese,Supplier_A,3,False
538,ChocoMilk Deluxe,Supplier_C,9,False
539,ChocoMilk Deluxe,Supplier_B,3,True
540,Yogurt,Supplier_X,1,True
541,ChocoMilk Deluxe,Supplier_B,8,True
542,Cheese,Supplier_B,6,False
543,Cheese,Supplier_B,1,False
544,Yogurt,Supplier_B,3,False
545,ChocoMilk Deluxe,Supplier_A,1,True
546,ChocoMilk Deluxe,Supplier_B,3,True
547,ChocoMilk Deluxe,Supplier_C,7,False
548,Cheese,Supplier_C,4,False
549,ChocoMilk Deluxe,Supplier_C,8,False
550,Milk,Supplier_C,8,False
551,ChocoMilk Deluxe,Supplier_A,4,True
552,Milk,Supplier_C,6,False
553,Milk,Supplier_B,8,True
554,Milk,Supplier_X,1,True
555,ChocoMilk Deluxe,Supplier_X,1,True
556,ChocoMilk Deluxe,Supplier_C,9,False
557,Cheese,Supplier_A,4,False
558,ChocoMilk Deluxe,Supplier_B,2,True
559,Cheese,Supplier_C,12,False
560,ChocoMilk Deluxe,Supplier_B,4,False
561,Milk,Supplier_B,1,True
562,Cheese,Supplier_X,1,True
563,Yogurt,Supplier_B,5,False
564,Milk,Supplier_C,9,False
565,ChocoMilk Deluxe,Supplier_B,2,True
566,ChocoMilk Deluxe,Supplier_C,6,False
567,Cheese,Supplier_C,12,False
568,Yogurt,Supplier_C,11,False
569,Yogurt,Supplier_A,7,False
570,ChocoMilk Deluxe,Supplier_A,3,True
571,Yogurt,Supplier_A,9,False
572,ChocoMilk Deluxe,Supplier_B,6,False
573,Yogurt,Supplier_A,1,True
574,Cheese,Supplier_A,4,False
575,Cheese,Supplier_A,4,True
576,Yogurt,Supplier_A,2,False
577,Milk,Supplier_B,1,True
578,Cheese,Supplier_B,6,False
579,Yogurt,Supplier_A,2,True
580,Milk,Supplier_A,8,True
581,Yogurt,Supplier_A,3,False
582,ChocoMilk Deluxe,Supplier_C,7,False
583,Cheese,Supplier_B,1,False
584,Milk,Supplier_A,6,False
585,Milk,Supplier_X,1,True
586,Milk,Supplier_A,6,True
587,Cheese,Supplier_B,8,True
588,Cheese,Supplier_B,7,True
589,ChocoMilk Deluxe,Supplier_B,9,True
590,Yogurt,Supplier_X,1,True
591,ChocoMilk Deluxe,Supplier_B,6,False
592,Yogurt,Supplier_B,1,False
593,Yogurt,Supplier_B,4,False
594,Cheese,Supplier_C,9,False
595,Cheese,Supplier_B,4,True
596,Cheese,Supplier_X,1,True
597,Milk,Supplier_A,7,True
598,ChocoMilk Deluxe,Supplier_X,1,True
599,Milk,Supplier_C,4,False
600,Yogurt,Supplier_C,8,False
601,Cheese,Supplier_C,6,False
602,ChocoMilk Deluxe,Supplier_C,7,False
603,Cheese,Supplier_A,7,False
604,Cheese,Supplier_A,5,True
605,Cheese,Supplier_C,8,False
606,Milk,Supplier_X,1,True
607,Milk,Supplier_C,5,False
608,ChocoMilk Deluxe,Supplier_B,4,True
609,Yogurt,Supplier_C,12,False
610,Yogurt,Supplier_A,1,False
611,Cheese,Supplier_B,8,True
612,Yogurt,Supplier_X,1,True
613,Cheese,Supplier_C,11,False
614,Cheese,Supplier_B,5,True
615,Cheese,Supplier_C,6,False
616,ChocoMilk Deluxe,Supplier_A,5,True
617,Yogurt,Supplier_C,7,False
618,Milk,Supplier_C,11,False
619,Yogurt,Supplier_C,9,False
620,Cheese,Supplier_C,10,False
621,Yogurt,Supplier_B,3,False
622,Yogurt,Supplier_A,2,False
623,Yogurt,Supplier_X,1,True
624,ChocoMilk Deluxe,Supplier_A,1,True
625,ChocoMilk Deluxe,Supplier_A,5,False
626,Milk,Supplier_B,4,True
627,Milk,Supplier_B,8,True
628,ChocoMilk Deluxe,Supplier_B,7,False
629,Milk,Supplier_B,6,False
630,ChocoMilk Deluxe,Supplier_A,6,False
631,Milk,Supplier_B,8,True
632,Milk,Supplier_B,2,False
633,Yogurt,Supplier_B,9,False
634,Yogurt,Supplier_B,2,True
635,Yogurt,Supplier_B,6,True
636,ChocoMilk Deluxe,Supplier_A,1,True
637,Yogurt,Supplier_A,7,False
638,ChocoMilk Deluxe,Supplier_B,1,True
639,ChocoMilk Deluxe,Supplier_B,6,False
640,ChocoMilk Deluxe,Supplier_C,4,False
641,Yogurt,Supplier_B,9,True
642,Yogurt,Supplier_A,3,False
643,ChocoMilk Deluxe,Supplier_C,12,False
644,ChocoMilk Deluxe,Supplier_B,6,False
645,ChocoMilk Deluxe,Supplier_X,1,True
646,ChocoMilk Deluxe,Supplier_C,12,False
647,Cheese,Supplier_X,1,True
648,Milk,Supplier_A,8,True
649,Cheese,Supplier_B,8,True
650,Cheese,Supplier_C,11,False
651,Milk,Supplier_C,10,False
652,Milk,Supplier_B,2,False
653,Cheese,Supplier_A,8,False
654,Cheese,Supplier_C,8,False
655,Cheese,Supplier_B,9,False
656,Yogurt,Supplier_B,2,False
657,Cheese,Supplier_C,10,False
658,Milk,Supplier_A,7,True
659,Milk,Supplier_A,1,True
660,Milk,Supplier_A,2,False
661,ChocoMilk Deluxe,Supplier_C,8,False
662,Cheese,Supplier_A,3,True
663,Cheese,Supplier_B,9,False
664,Cheese,Supplier_B,2,True
665,Milk,Supplier_A,6,True
666,Yogurt,Supplier_B,6,True
667,ChocoMilk Deluxe,Supplier_C,10,False
668,Yogurt,Supplier_C,8,False
669,ChocoMilk Deluxe,Supplier_A,9,False
670,Yogurt,Supplier_B,1,True
671,ChocoMilk Deluxe,Supplier_C,4,False
672,ChocoMilk Deluxe,Supplier_B,7,True
673,ChocoMilk Deluxe,Supplier_B,3,True
674,Milk,Supplier_C,9,False
675,Cheese,Supplier_A,6,True
676,Yogurt,Supplier_B,3,True
677,Milk,Supplier_X,1,True
678,Yogurt,Supplier_C,11,False
679,ChocoMilk Deluxe,Supplier_A,8,False
680,ChocoMilk Deluxe,Supplier_C,4,False
681,Cheese,Supplier_A,3,False
682,Yogurt,Supplier_C,6,False
683,Yogurt,Supplier_C,7,False
684,Cheese,Supplier_C,10,False
685,Milk,Supplier_A,7,True
686,ChocoMilk Deluxe,Supplier_X,1,True
687,Milk,Supplier_C,12,False
688,Yogurt,Supplier_B,2,False
689,Cheese,Supplier_B,2,False
690,Milk,Supplier_C,7,False
691,Yogurt,Supplier_X,1,True
692,Cheese,Supplier_X,1,True
693,Cheese,Supplier_C,12,False
694,Cheese,Supplier_B,7,True
