Customer_ID,Age,Gender,Region,Total_Purchases,Satisfaction_Score,Churn
220,51,Male,North,33,2.6,False
221,36,Female,South,84,3.5,False
222,33,Female,East,79,2.4,False
223,23,Male,West,20,2.6,False
224,58,Male,South,79,1.2,False
225,32,Female,East,53,4.8,False
226,26,Female,South,52,3.9,False
227,46,Female,West,15,4.0,False
228,59,Male,East,70,4.1,False
229,19,Female,West,32,3.9,False
230,64,Male,East,57,4.5,False
231,50,Female,East,80,1.1,False
232,55,Female,North,1,1.4,True
233,40,Male,West,16,2.7,True
234,30,Male,West,56,4.4,False
235,37,Female,North,36,2.2,False
236,24,Female,North,73,4.0,False
237,34,Female,East,53,2.1,False
238,68,Male,West,81,5.0,False
239,38,Female,South,38,4.4,False
240,45,Female,West,95,2.8,False
241,47,Male,West,44,4.5,False
242,40,Male,North,56,3.4,False
243,38,Female,West,10,1.5,True
244,66,Male,South,72,3.6,False
245,18,Female,North,27,3.1,False
246,34,Male,South,94,1.8,False
247,49,Male,West,82,1.3,False
248,41,Male,West,21,4.5,False
249,24,Female,South,8,2.5,True
250,52,Female,East,62,4.5,False
251,53,Female,North,17,4.0,False
252,31,Female,East,59,1.1,False
253,29,Female,East,42,4.3,False
254,56,Male,South,16,1.9,True
255,40,Male,West,93,2.7,False
256,31,Male,South,26,2.4,False
257,42,Male,South,14,1.1,True
258,39,Male,East,33,4.4,False
259,62,Female,North,22,3.8,False
260,66,Male,East,4,2.9,True
261,54,Female,North,89,2.6,False
262,46,Female,East,96,4.8,False
263,25,Female,West,31,4.5,False
264,28,Male,West,94,4.9,False
265,47,Female,East,61,2.3,False
266,39,Female,East,84,3.5,False
267,32,Male,East,98,2.2,False
268,38,Female,North,68,1.2,False
269,64,Male,South,9,4.4,False
270,42,Female,East,39,2.7,False
271,30,Female,South,32,4.5,False
272,24,Female,North,27,2.8,False
273,66,Female,South,5,1.2,True
274,35,Male,South,96,1.2,False
275,29,Female,West,28,3.8,False
276,64,Male,West,44,3.9,False
277,43,Female,West,84,4.9,False
278,22,Female,East,54,2.7,False
279,68,Male,East,46,4.3,False
280,25,Male,West,49,2.2,False
281,53,Male,East,86,2.0,False
282,22,Female,South,36,1.1,False
283,39,Female,West,38,3.1,False
284,40,Female,South,90,2.0,False
285,25,Female,East,69,3.4,False
286,68,Female,South,84,2.3,False
287,36,Female,West,68,3.9,False
288,51,Male,North,20,3.6,False
289,23,Male,East,25,4.8,False
290,67,Male,South,31,2.9,False
291,66,Male,North,41,2.0,False
292,34,Male,West,75,2.7,False
293,34,Male,North,76,4.8,False
294,32,Female,West,74,3.4,False
295,56,Female,West,49,3.5,False
296,54,Female,North,59,4.8,False
297,48,Male,North,56,4.9,False
298,39,Female,North,20,4.8,False
299,42,Female,East,36,3.1,False
300,36,Female,North,25,3.9,False
301,24,Female,West,92,2.5,False
302,19,Male,South,97,4.7,False
303,32,Male,West,31,4.5,False
304,39,Male,South,9,3.8,False
305,63,Male,North,17,1.6,True
306,55,Female,North,12,2.4,True
307,24,Female,East,99,4.7,False
308,58,Male,North,31,4.2,False
309,40,Female,South,19,1.5,True
310,19,Male,East,65,4.8,False
311,69,Female,South,47,1.4,False
312,50,Female,North,76,1.1,False
313,35,Male,West,28,2.9,False
314,61,Female,West,44,4.6,False
315,24,Male,West,13,1.5,True
316,41,Male,North,3,1.2,True
317,28,Female,South,79,4.2,False
318,29,Male,East,70,2.9,False
319,35,Male,East,91,5.0,False
320,54,Female,East,57,1.5,False
321,18,Male,West,3,1.2,True
322,18,Female,East,72,2.2,False
323,44,Male,West,73,1.4,False
324,26,Male,East,57,1.3,False
325,18,Male,West,23,5.0,False
326,45,Female,East,50,4.6,False
327,29,Male,North,82,3.1,False
328,66,Female,East,83,1.1,False
329,33,Male,South,16,4.4,False
330,66,Male,North,40,2.5,False
331,24,Female,South,71,3.9,False
332,52,Female,East,75,4.0,False
333,58,Female,East,69,4.5,False
334,40,Male,North,13,5.0,False
335,52,Female,East,32,4.7,False
336,33,Male,West,83,4.1,False
337,65,Female,North,65,2.4,False
338,59,Male,North,72,4.6,False
339,25,Male,East,17,2.2,True
340,65,Male,North,69,3.6,False
341,33,Female,West,58,4.9,False
342,23,Female,North,12,4.6,False
343,53,Female,West,40,3.2,False
344,48,Female,South,27,1.5,False
345,64,Male,West,69,4.2,False
346,45,Female,West,82,3.3,False
347,52,Male,West,51,3.3,False
348,34,Female,West,46,3.2,False
349,64,Female,South,6,2.3,True
350,47,Female,East,59,1.5,False
351,69,Female,South,71,2.1,False
352,26,Female,East,46,4.2,False
353,40,Male,East,82,1.3,False
354,62,Female,North,98,3.6,False
355,18,Female,West,23,2.3,False
356,29,Female,North,27,2.3,False
357,34,Female,East,3,3.1,False
358,63,Female,South,9,2.6,True
359,50,Male,West,98,4.3,False
360,39,Male,East,90,4.5,False
361,27,Male,West,34,4.2,False
362,43,Female,West,40,4.7,False
363,31,Female,West,15,3.1,False
364,42,Female,East,62,2.4,False
365,64,Male,North,33,2.0,False
366,28,Male,North,68,4.3,False
367,36,Female,West,30,2.1,False
368,60,Male,North,16,3.8,False
369,68,Female,South,70,2.4,False
370,45,Male,East,27,3.1,False
371,44,Female,West,12,4.4,False
372,28,Female,South,94,1.7,False
373,39,Female,North,96,2.2,False
374,42,Male,West,41,1.3,False
375,47,Female,West,24,2.4,False
376,36,Female,South,28,3.8,False
377,56,Female,South,98,3.2,False
378,24,Female,West,42,2.4,False
379,23,Male,West,86,2.8,False
380,26,Female,North,81,1.9,False
381,35,Male,West,14,3.5,False
382,48,Female,East,79,1.7,False
383,23,Male,South,64,2.1,False
384,63,Male,West,79,3.9,False
385,39,Female,West,72,2.3,False
386,26,Female,South,58,4.0,False
387,48,Female,West,78,1.5,False
388,39,Female,East,65,3.8,False
389,38,Male,South,65,2.9,False
390,52,Male,South,17,3.0,False
391,46,Male,West,37,2.9,False
392,38,Female,West,77,2.0,False
393,52,Female,East,55,3.6,False
394,40,Male,West,78,2.3,False
395,57,Male,East,16,2.8,True
396,61,Female,South,47,2.1,False
397,40,Male,West,86,2.5,False
398,35,Male,East,53,1.0,False
399,40,Male,East,85,3.0,False
400,18,Female,West,60,3.0,False
401,68,Male,South,50,3.1,False
402,61,Male,West,99,2.9,False
403,37,Female,North,83,2.7,False
404,33,Male,South,14,3.7,False
405,26,Female,South,89,1.8,False
406,42,Male,West,14,3.3,False
407,55,Male,East,54,4.6,False
408,42,Male,West,65,1.5,False
409,55,Female,North,55,1.6,False
410,24,Male,North,38,4.5,False
411,63,Female,North,17,4.6,False
412,33,Male,East,53,4.1,False
413,52,Female,West,86,1.3,False
414,48,Female,West,90,1.4,False
415,18,Male,West,68,4.5,False
416,37,Female,East,40,5.0,False
417,66,Female,North,43,4.3,False
418,44,Female,North,47,4.8,False
419,18,Female,East,53,4.7,False
420,54,Female,West,9,2.1,True
421,41,Male,East,63,2.7,False
422,66,Male,West,27,4.4,False
423,22,Female,South,25,2.7,False
424,28,Female,South,59,2.3,False
425,52,Male,East,11,1.3,True
426,46,Male,North,68,2.2,False
427,40,Female,East,13,4.9,False
428,27,Female,North,32,4.7,False
429,47,Male,East,20,4.4,False
430,48,Female,West,17,4.0,False
431,41,Male,South,23,2.1,False
432,31,Male,West,4,2.0,True
433,68,Male,South,86,3.0,False
434,28,Male,South,96,3.3,False
435,18,Female,East,86,2.6,False
436,61,Female,East,11,3.2,False
437,43,Female,West,66,2.9,False
438,37,Female,West,89,3.5,False
439,19,Male,West,16,3.1,False
440,50,Female,North,94,1.9,False
441,64,Female,East,37,3.1,False
442,62,Male,West,76,3.1,False
443,62,Male,East,45,1.3,False
444,62,Male,South,32,2.0,False
445,34,Female,North,66,3.4,False
446,23,Female,South,33,2.7,False
447,29,Male,West,43,4.2,False
448,32,Male,East,52,1.2,False
449,20,Female,South,68,1.5,False
450,39,Female,South,72,4.9,False
451,55,Male,West,92,3.5,False
452,38,Female,North,75,3.4,False
453,52,Female,East,84,4.1,False
454,61,Male,North,98,2.3,False
455,60,Female,South,56,3.6,False
456,44,Female,North,13,2.8,True
457,23,Male,North,63,2.4,False
458,28,Female,East,45,1.7,False
459,34,Male,North,16,1.3,True
460,53,Female,South,56,1.1,False
461,48,Male,West,65,2.2,False
462,60,Male,North,74,1.1,False
463,30,Female,South,13,2.1,True
464,65,Female,North,53,3.5,False
465,46,Male,North,97,1.6,False
466,55,Female,North,17,2.8,True
467,37,Male,East,50,1.6,False
468,55,Female,North,40,2.4,False
469,66,Female,South,43,4.5,False
470,52,Female,South,52,3.8,False
471,56,Female,East,16,4.0,False
472,18,Male,North,43,2.9,False
473,61,Male,South,80,4.6,False
474,67,Female,North,51,1.6,False
475,30,Female,East,65,1.5,False
476,44,Male,North,85,2.3,False
477,20,Female,West,60,1.4,False
478,37,Male,North,24,2.2,False
479,45,Female,South,54,3.3,False
480,23,Male,West,46,2.6,False
481,63,Female,East,20,2.7,False
482,63,Female,East,49,1.6,False
483,26,Male,East,14,2.8,True
484,62,Female,West,1,4.7,False
485,50,Female,North,86,1.3,False
486,21,Female,East,53,3.7,False
487,30,Female,South,71,3.5,False
488,69,Male,South,32,4.2,False
489,55,Male,North,4,3.4,False
490,18,Male,East,16,2.6,True
491,63,Male,East,81,4.2,False
492,42,Female,West,30,2.4,False
493,18,Female,South,98,2.0,False
494,49,Male,South,71,3.2,False
495,59,Female,North,20,4.8,False
496,66,Male,West,60,3.2,False
497,36,Female,West,33,5.0,False
498,34,Male,North,76,4.2,False
499,69,Male,South,15,4.4,False
500,56,Male,East,57,3.9,False
501,58,Female,East,15,2.4,True
502,29,Male,North,20,2.9,False
503,37,Male,West,81,3.8,False
504,39,Male,South,42,2.2,False
505,62,Male,South,93,4.4,False
506,48,Male,South,88,3.0,False
507,51,Female,West,41,3.7,False
508,40,Female,East,15,3.0,False
509,61,Male,West,12,4.9,False
510,36,Female,West,19,2.8,True
511,66,Female,East,13,2.7,True
512,19,Male,North,33,3.5,False
513,19,Male,South,94,1.5,False
514,55,Male,East,7,3.8,False
515,56,Male,West,44,1.2,False
516,54,Male,East,18,4.7,False
517,29,Male,North,61,3.1,False
518,45,Male,West,48,2.2,False
519,28,Male,South,25,2.0,False
520,59,Female,North,61,3.9,False
521,66,Male,East,76,1.3,False
522,46,Female,East,34,4.7,False
523,38,Male,North,85,3.0,False
524,46,Female,West,71,3.7,False
525,46,Female,North,30,1.3,False
526,57,Male,West,80,2.0,False
527,59,Male,North,59,1.0,False
528,29,Female,South,57,1.7,False
529,19,Male,North,63,3.2,False
530,57,Male,North,47,3.0,False
531,55,Female,North,39,4.1,False
532,50,Female,East,86,3.6,False
533,62,Female,East,16,3.9,False
534,63,Female,North,69,2.0,False
535,27,Female,East,73,3.0,False
536,58,Male,North,92,4.7,False
537,28,Male,North,95,3.0,False
538,33,Male,North,20,1.9,False
539,25,Male,East,18,3.4,False
540,64,Female,South,81,1.6,False
541,63,Female,South,30,3.7,False
542,21,Female,East,36,2.8,False
543,61,Female,South,78,2.3,False
544,45,Female,West,25,2.0,False
545,34,Female,South,45,3.5,False
546,35,Female,South,40,2.6,False
547,22,Female,North,4,4.4,False
548,25,Female,North,66,1.2,False
549,22,Male,South,94,2.5,False
550,52,Male,North,26,1.4,False
551,40,Female,East,75,4.4,False
552,39,Female,North,70,2.3,False
553,65,Male,West,38,3.3,False
554,19,Male,North,83,3.4,False
555,53,Male,North,83,4.3,False
556,20,Male,North,75,4.9,False
557,45,Male,North,55,2.1,False
558,61,Female,North,57,2.8,False
559,40,Male,South,62,3.2,False
560,26,Female,South,70,1.9,False
561,36,Male,North,93,1.7,False
562,40,Male,West,14,1.0,True
563,30,Male,North,74,1.2,False
564,63,Female,North,90,4.0,False
565,26,Male,East,41,3.9,False
566,22,Male,North,95,1.1,False
567,57,Female,West,45,2.9,False
568,47,Male,West,50,1.6,False
569,40,Female,East,59,1.9,False
570,50,Female,North,52,4.7,False
571,38,Male,North,36,3.7,False
572,65,Female,South,74,2.4,False
573,30,Male,West,26,4.8,False
574,59,Female,East,10,4.7,False
575,58,Male,North,84,2.6,False
576,65,Male,North,85,2.1,False
577,58,Male,South,59,4.8,False
578,29,Male,South,64,4.4,False
579,39,Female,North,82,2.6,False
580,21,Male,East,12,2.4,True
581,26,Female,South,77,3.6,False
582,48,Male,North,4,4.4,False
583,67,Female,North,91,1.4,False
584,65,Female,East,9,3.4,False
585,19,Female,West,28,2.3,False
586,63,Male,South,52,2.4,False
587,53,Female,East,75,3.3,False
588,28,Female,North,42,4.8,False
589,46,Female,South,74,3.5,False
590,53,Female,North,27,3.0,False
591,51,Female,North,28,3.7,False
592,64,Male,North,10,1.9,True
593,67,Female,East,28,3.4,False
594,26,Male,South,3,1.9,True
595,29,Male,South,15,3.0,False
596,38,Female,West,47,3.5,False
597,22,Female,East,97,2.7,False
598,24,Male,West,81,3.5,False
599,61,Male,West,27,4.5,False
600,54,Female,North,87,1.2,False
601,68,Male,South,55,4.4,False
602,20,Female,East,28,3.2,False
603,32,Female,East,27,3.9,False
604,36,Male,North,83,4.2,False
605,66,Male,South,74,1.6,False
606,20,Male,South,78,1.2,False
607,37,Female,East,18,3.1,False
608,32,Male,West,1,2.7,True
609,55,Female,South,66,3.3,False
610,28,Male,East,18,4.2,False
611,31,Female,North,49,2.6,False
612,21,Male,North,88,3.7,False
613,52,Female,West,85,2.7,False
614,25,Female,West,78,4.0,False
615,38,Male,South,97,4.8,False
616,52,Female,North,44,1.9,False
617,21,Male,South,55,1.3,False
618,53,Male,East,12,2.9,True
619,31,Female,South,81,2.7,False
620,61,Female,North,34,1.9,False
621,20,Male,West,25,3.7,False
622,37,Female,North,58,1.2,False
623,25,Male,South,60,3.5,False
624,68,Female,North,45,1.3,False
625,31,Male,South,95,4.6,False
626,18,Male,West,4,3.3,False
627,37,Female,South,56,3.2,False
628,31,Male,East,25,4.1,False
629,68,Female,North,56,4.0,False
630,45,Female,North,36,1.1,False
631,56,Male,North,34,4.6,False
632,62,Male,South,98,3.3,False
633,26,Male,East,59,4.3,False
634,40,Female,South,97,3.9,False
635,33,Female,North,37,1.1,False
636,65,Male,South,38,1.5,False
637,44,Male,West,45,1.7,False
638,57,Male,North,22,2.4,False
639,25,Female,South,76,2.7,False
640,45,Male,West,67,3.9,False
641,35,Female,South,62,2.5,False
642,51,Female,West,4,4.3,False
643,19,Female,West,48,2.9,False
644,41,Male,West,8,2.4,True
645,27,Female,North,32,4.2,False
646,66,Male,South,69,1.6,False
647,57,Male,North,23,3.4,False
648,25,Female,South,58,1.1,False
649,22,Female,West,39,4.0,False
650,20,Female,South,78,3.4,False
651,50,Female,North,19,4.3,False
652,47,Male,North,87,2.1,False
653,69,Female,West,59,4.1,False
654,56,Male,North,57,2.2,False
655,24,Female,North,21,2.4,False
656,62,Female,West,11,4.8,False
657,38,Female,North,36,2.8,False
658,55,Female,South,41,3.1,False
659,30,Male,South,40,4.7,False
660,42,Female,West,11,4.8,False
661,19,Male,East,89,2.4,False
662,19,Female,West,56,2.8,False
663,19,Male,East,80,3.1,False
664,32,Male,East,88,2.2,False
665,32,Female,North,24,3.7,False
666,35,Male,West,75,2.0,False
667,22,Male,North,44,1.6,False
668,43,Male,South,88,4.7,False
669,47,Male,South,17,1.0,True
670,31,Male,South,60,3.5,False
671,22,Female,North,37,3.8,False
672,57,Female,East,18,4.0,False
673,38,Female,North,89,3.1,False
674,60,Female,East,52,2.0,False
675,25,Female,West,8,4.2,False
676,23,Male,South,64,1.3,False
677,43,Male,South,39,4.8,False
678,21,Male,East,80,2.3,False
679,69,Male,North,29,1.3,False
680,47,Male,South,73,1.4,False
681,52,Female,East,7,5.0,False
682,44,Male,North,78,3.4,False
683,44,Male,East,25,3.4,False
684,61,Female,South,37,4.3,False
685,60,Male,North,83,3.0,False
686,22,Male,South,66,2.0,False
687,57,Female,North,19,1.6,True
688,28,Female,West,66,1.5,False
689,60,Female,West,88,4.2,False
690,69,Male,South,74,4.5,False
691,52,Female,West,50,4.3,False
692,28,Male,North,56,4.9,False
693,55,Female,East,13,4.5,False
694,55,Male,West,1,2.6,True
695,67,Female,South,15,1.7,True
696,22,Female,West,53,4.1,False
697,54,Female,West,7,3.0,False
698,68,Male,South,80,2.4,False
699,54,Male,South,7,1.1,True
700,43,Female,South,82,4.2,False
701,50,Male,East,92,4.5,False
702,50,Male,East,63,3.3,False
703,40,Female,North,14,4.8,False
704,24,Female,West,81,1.2,False
705,49,Male,West,23,1.3,False
706,26,Female,North,57,1.5,False
707,33,Female,East,23,2.5,False
708,26,Male,North,24,2.4,False
709,61,Male,West,85,3.5,False
710,60,Female,West,86,4.4,False
711,45,Male,West,90,1.4,False
712,40,Male,South,36,3.1,False
713,29,Male,North,55,1.3,False
714,59,Male,West,29,1.5,False
715,26,Male,North,71,4.1,False
716,62,Female,North,56,3.2,False
717,29,Male,East,81,2.2,False
718,26,Female,West,11,2.3,True
719,36,Female,West,55,3.0,False
720,53,Female,North,25,2.7,False
721,50,Female,South,41,1.3,False
722,30,Male,West,48,2.4,False
723,19,Male,South,51,3.3,False
724,57,Female,North,8,4.4,False
725,61,Male,South,4,2.3,True
726,42,Female,North,37,1.9,False
727,30,Male,North,73,2.2,False
728,30,Male,South,78,2.7,False
729,50,Female,West,48,3.4,False
730,44,Male,East,14,4.4,False
731,57,Female,South,23,1.6,False
732,54,Male,North,33,3.9,False
733,36,Female,North,82,4.1,False
734,39,Male,West,42,3.7,False
735,69,Male,West,74,4.6,False
736,34,Male,South,77,4.5,False
737,68,Male,South,24,4.7,False
738,19,Female,West,64,3.5,False
739,29,Female,East,24,1.0,False
740,50,Male,North,48,4.4,False
741,45,Male,South,48,3.5,False
742,43,Female,South,67,2.8,False
743,42,Male,East,84,3.8,False
744,45,Male,South,3,3.3,False
745,48,Male,West,10,2.2,True
746,61,Male,East,90,4.6,False
747,48,Male,South,60,2.1,False
748,44,Male,East,80,1.1,False
749,68,Female,North,4,1.6,True
750,61,Male,North,50,1.7,False
751,18,Male,East,64,5.0,False
752,52,Female,North,33,2.8,False
753,50,Male,North,36,3.2,False
754,18,Male,South,57,4.8,False
755,26,Female,North,34,2.6,False
756,50,Male,East,74,2.5,False
757,61,Female,East,87,1.2,False
758,54,Female,North,45,3.3,False
759,64,Male,East,62,3.3,False
760,32,Female,South,17,3.6,False
761,32,Male,South,72,1.6,False
762,66,Female,East,95,3.3,False
763,46,Male,West,98,1.1,False
764,58,Male,North,65,2.8,False
765,38,Female,South,84,3.5,False
766,63,Male,South,69,2.4,False
767,35,Male,North,27,4.2,False
768,33,Female,West,14,1.6,True
769,46,Male,West,98,3.9,False
770,58,Female,West,58,1.9,False
771,44,Male,North,90,5.0,False
772,32,Female,West,95,3.7,False
773,69,Female,South,2,1.4,True
774,64,Male,North,28,1.9,False
775,26,Female,East,22,4.4,False
776,45,Male,South,54,1.3,False
777,19,Female,North,8,2.5,True
778,38,Male,North,48,1.3,False
779,28,Female,South,59,3.3,False
780,49,Male,North,86,1.3,False
781,39,Female,North,75,3.9,False
782,52,Female,North,1,4.6,False
783,59,Female,South,70,2.3,False
784,58,Female,East,86,2.0,False
785,33,Male,North,64,3.9,False
786,48,Female,South,56,1.1,False
787,27,Female,South,66,1.7,False
788,57,Male,West,26,1.2,False
789,53,Male,East,7,4.4,False
790,38,Female,West,97,3.9,False
791,25,Male,North,80,4.5,False
792,64,Male,West,13,1.6,True
793,59,Male,South,32,2.2,False
794,61,Male,North,3,1.3,True
795,64,Male,West,21,4.5,False
796,50,Male,West,31,2.0,False
797,57,Male,North,88,3.9,False
798,39,Male,South,71,1.6,False
799,47,Female,West,39,1.0,False
800,40,Male,East,72,4.4,False
801,69,Male,South,70,4.8,False
802,32,Male,North,14,4.6,False
803,64,Male,West,84,1.6,False
804,60,Female,East,60,4.4,False
805,43,Male,South,66,3.6,False
806,33,Male,North,78,4.9,False
807,27,Male,North,99,1.8,False
808,53,Male,South,89,1.9,False
809,45,Female,East,18,4.6,False
810,59,Female,South,8,4.8,False
811,43,Female,North,70,2.6,False
812,48,Female,North,28,4.9,False
813,35,Male,South,73,1.3,False
814,34,Female,West,25,3.7,False
815,65,Male,South,71,4.2,False
816,69,Female,East,35,4.5,False
817,49,Female,North,16,2.4,True
818,56,Male,West,84,3.7,False
